HIT,HIT_id,HIT_website_address,HIT_results_address,HIT_status,submitted_assignments,Worker_id,Assignment_id,Accept_time,Submit_time,Full_response,worker_ip,isBot,assignment_status,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,passed_negative_attention,passed_positive_attention_easy,score_all,score_gs_more_than1,score_gs_less_than1,correct_questions,incorrect_questions
42,33EEIIWHK7EQJS1FOSRD94LN94FQVM,https://workersandbox.mturk.com/mturk/preview?groupId=3A5N6ETZETP4RZJVNF8HFXZ5BZ1JFF,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3E4GGUZ1T9ZYYI3CDFS70X8J1MT2KZ,2023-10-01 16:29:24-07:00,2023-10-01 16:30:38-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,0,-1,0,0,0,0,1,0,-1,1,,,Y,Y,30.0,0.0,16.666666666666664,"q1,q8,q9","q2,q3,q4,q5,q6,q7,q10"
43,32K26U12DNVWUJXAJ6LT95EOQPQVDM,https://workersandbox.mturk.com/mturk/preview?groupId=3LVDE0XV5Y2MD2WP43GZ76Q1HUTLPM,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3ZGVPD4G6UPN7CWBWVFDOZ5M58IZT9,2023-10-01 16:30:56-07:00,2023-10-01 16:32:20-07:00,"[{""q1"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":true},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":true}}]",,,Submitted,-1,-2,0,1,-1,-1,0,video not playing,video not playing,0,,,Y,Y,60.0,100.0,33.33333333333333,"q2,q4,q5,q6,q7,q10","q1,q3,q8,q9"
44,3N2YPY1GI651MPBAF1WDFNW9Q1RVEF,https://workersandbox.mturk.com/mturk/preview?groupId=3R9DAV8FBGK7DEX44GVO7BGBMQFLQD,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3RRCEFRB7NK78TE5BGY2U9MRY6G4BD,2023-10-01 16:32:41-07:00,2023-10-01 16:34:02-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,0,0,0,-2,0,1,1,0,0,1,,,Y,Y,60.0,50.0,50.0,"q2,q4,q6,q7,q8,q10","q1,q3,q5,q9"
45,37M4O367VJPI0JO8Q82JOX7JMFGM5O,https://workersandbox.mturk.com/mturk/preview?groupId=3YBKD8VAPNKTNQ9JP84HVCUJWMHR5W,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3MX2NQ3YCA2WHFL6UH9UOYJXH5YX5J,2023-10-01 16:34:26-07:00,2023-10-01 16:35:46-07:00,"[{""q1"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,-2,1,0,1,0,1,-1,0,-1,0,,,Y,Y,70.0,50.0,75.0,"q1,q2,q3,q6,q7,q8,q9","q4,q5,q10"
46,3Z56AA6EK47EJNOMVRCOG3LJIARM64,https://workersandbox.mturk.com/mturk/preview?groupId=3QUMZFVHE82P6U9XUREMNI8JSHSR6C,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3EJPLAJKENOH5ELZ0I7KDPD8L086Z6,2023-10-01 16:36:02-07:00,2023-10-01 16:37:25-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,1,0,0,1,0,0,-1,-2,1,0,,,Y,Y,60.0,50.0,50.0,"q1,q2,q4,q7,q8,q9","q3,q5,q6,q10"
47,35YHTYFL1GATS3B6ACGJX5H9226VFX,https://workersandbox.mturk.com/mturk/preview?groupId=359956SLTY57PFC4HVKOC1QGICHLRE,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3YGXWBAF71PQIY6BPGUX5TS9GRG4CK,2023-10-01 16:37:43-07:00,2023-10-01 16:39:00-07:00,"[{""q1"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,-2,0,0,-1,0,0,0,0,0,-2,,,Y,Y,60.0,50.0,50.0,"q1,q4,q5,q8,q9,q10","q2,q3,q6,q7"
48,3KTZHH2ONIM1N17AO69M0HHAO5HM8Q,https://workersandbox.mturk.com/mturk/preview?groupId=39W86F26ZQY8AUN2D1JETW8FNSCR7B,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,324G5B4FB4G37TTEFYZKD4AIY4970E,2023-10-01 16:39:18-07:00,2023-10-01 16:40:38-07:00,"[{""q1"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,-2,0,0,-2,-2,0,-1,0,-1,0,,,Y,Y,60.0,66.66666666666666,0.0,"q1,q3,q4,q5,q7,q9","q2,q6,q8,q10"
49,3NKW03WTLME3YH1KE2W9V641GDHQWW,https://workersandbox.mturk.com/mturk/preview?groupId=36OR6SYIOYHA5ZFQYZEZXIZHCE1JGE,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,37QW5D2ZRHU78GI9Y5AA1ACW4GY8SP,2023-10-01 16:40:54-07:00,2023-10-01 16:42:23-07:00,"[{""q1"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,-1,0,-1,-1,0,0,0,0,0,0,,,Y,Y,50.0,0.0,75.0,"q2,q3,q4,q7,q9","q1,q5,q6,q8,q10"
50,3T2EL38U0MRINH6AO7SVXPI8PFNQXP,https://workersandbox.mturk.com/mturk/preview?groupId=3PSRKXHSTQNO5VA1I5WHIIBIREEJHD,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3PH3VY7DJM5FZT05R0KOBJCL920ZWZ,2023-10-01 16:42:36-07:00,2023-10-01 16:43:54-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,0,-1,0,0,1,0,1,0,0,0,,,Y,Y,40.0,0.0,50.0,"q1,q2,q5,q10","q3,q4,q6,q7,q8,q9"
51,360ZO6N6J1Q116QKTYF00DCL8BZM9F,https://workersandbox.mturk.com/mturk/preview?groupId=3BIF6MRRHMHCA8SLN6BK7W4AYCIR8Y,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3TE3O85731GKLMG73Z1419UXWEN2RS,2023-10-01 16:44:06-07:00,2023-10-01 16:45:27-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,0,0,0,-1,-1,1,0,0,-1,1,,,Y,Y,30.0,0.0,16.666666666666664,"q3,q4,q10","q1,q2,q5,q6,q7,q8,q9"
52,3D06DR5225QF6P0PL4T0W8N5ETHMAU,https://workersandbox.mturk.com/mturk/preview?groupId=3XPFDBC9D5LCODBVSYHY7SZLII0R9N,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3JJVG1YBEC5P4CI5PLHCZ1S5Y2BB5P,2023-10-01 16:45:45-07:00,2023-10-01 16:47:03-07:00,"[{""q1"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,-1,0,-1,-1,0,0,0,0,1,-1,,,Y,Y,50.0,33.33333333333333,50.0,"q1,q2,q4,q8,q10","q3,q5,q6,q7,q9"
53,3ATYLI1PRT9E7LO5SQLQHBFTZGQJOM,https://workersandbox.mturk.com/mturk/preview?groupId=3SC1WC0NS3ESFTYCYQEQ43P6VVJOBL,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,39GHHAVOMGZDQCCHZ8BJSX546BP4JY,2023-10-01 16:47:25-07:00,2023-10-01 16:48:46-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,0,0,0,-1,0,-2,1,-1,0,-1,,,Y,Y,80.0,75.0,75.0,"q1,q2,q4,q5,q6,q7,q8,q9","q3,q10"
