cow_L,cow_R,question_num,HIT,Worker_id,response,id
7116,7109,3,34,AISFU4P55HYEH,-1,34-3
7116,7109,3,34,A14PFRHG0A2YY9,-1,34-3
7045,6046,4,34,A1IU5OP7BBZHZ7,0,34-4
7045,6046,4,34,A2FCGEU5RTEWG8,0,34-4
7045,6046,4,34,AAWX7QFQUNM6D,-1,34-4
7045,6046,4,34,A2J237J8KM3OCS,-3,34-4
7045,6046,4,34,A13XXMDHOULEZ7,0,34-4
7045,6046,4,34,A3UUH3632AI3ZX,0,34-4
7045,6046,4,34,A3GXSHLBND9E92,0,34-4
7045,6046,4,34,A1XO6ONCCTBMKW,2,34-4
7045,6046,4,34,A14PFRHG0A2YY9,0,34-4
7045,6046,4,34,AISFU4P55HYEH,1,34-4
7045,6046,4,34,A3L3ZFL1NYFTCF,1,34-4
7045,6046,4,34,A2YHSU2IJZ9J14,1,34-4
7045,6046,4,34,AM0JKZVOEOTMA,0,34-4
7045,6046,4,34,A28A3HF3LSEIDT,0,34-4
4026,6088,5,34,AAWX7QFQUNM6D,2,34-5
4026,6088,5,34,A353KETOEN0W8T,3,34-5
4026,6088,5,34,A2R0YYUAWNT7UD,-2,34-5
4026,6088,5,34,A2FCGEU5RTEWG8,2,34-5
4026,6088,5,34,A2J237J8KM3OCS,-2,34-5
4026,6088,5,34,A28A3HF3LSEIDT,-3,34-5
4026,6088,5,34,AISFU4P55HYEH,2,34-5
4026,6088,5,34,A1XO6ONCCTBMKW,-3,34-5
4026,6088,5,34,A3L3ZFL1NYFTCF,3,34-5
4026,6088,5,34,A2YHSU2IJZ9J14,-3,34-5
4026,6088,5,34,A3GXSHLBND9E92,-1,34-5
4026,6088,5,34,A14PFRHG0A2YY9,1,34-5
4026,6088,5,34,A3UUH3632AI3ZX,1,34-5
4026,6088,5,34,A1IU5OP7BBZHZ7,0,34-5
4008,6092,6,34,A1IU5OP7BBZHZ7,0,34-6
4008,6092,6,34,A2YHSU2IJZ9J14,-2,34-6
4008,6092,6,34,AISFU4P55HYEH,-1,34-6
4008,6092,6,34,A1IOMFFEKCWOIT,-2,34-6
4008,6092,6,34,A28A3HF3LSEIDT,-1,34-6
4008,6092,6,34,A2FCGEU5RTEWG8,-1,34-6
4008,6092,6,34,AAWX7QFQUNM6D,-1,34-6
4008,6092,6,34,A3GXSHLBND9E92,-1,34-6
4008,6092,6,34,A3UUH3632AI3ZX,-1,34-6
4008,6092,6,34,A14PFRHG0A2YY9,0,34-6
4008,6092,6,34,A2R0YYUAWNT7UD,0,34-6
4008,6092,6,34,A3L3ZFL1NYFTCF,-2,34-6
4008,6092,6,34,A353KETOEN0W8T,-2,34-6
4008,6092,6,34,A13XXMDHOULEZ7,-1,34-6
6046,6062,7,34,A2FCGEU5RTEWG8,1,34-7
6046,6062,7,34,A13XXMDHOULEZ7,0,34-7
6046,6062,7,34,A2R0YYUAWNT7UD,1,34-7
6046,6062,7,34,A1XO6ONCCTBMKW,2,34-7
6046,6062,7,34,A2YHSU2IJZ9J14,1,34-7
6046,6062,7,34,AM0JKZVOEOTMA,2,34-7
6046,6062,7,34,A3L3ZFL1NYFTCF,1,34-7
6046,6062,7,34,AAWX7QFQUNM6D,1,34-7
6046,6062,7,34,A353KETOEN0W8T,-1,34-7
6046,6062,7,34,A2J237J8KM3OCS,1,34-7
6046,6062,7,34,A28A3HF3LSEIDT,2,34-7
6046,6062,7,34,A3UUH3632AI3ZX,1,34-7
6046,6062,7,34,A1IOMFFEKCWOIT,3,34-7
6046,6062,7,34,A1IU5OP7BBZHZ7,0,34-7
7064,6092,8,34,A353KETOEN0W8T,1,34-8
7064,6092,8,34,A3UUH3632AI3ZX,-2,34-8
7064,6092,8,34,A3L3ZFL1NYFTCF,1,34-8
7064,6092,8,34,A1IOMFFEKCWOIT,-2,34-8
7064,6092,8,34,A28A3HF3LSEIDT,0,34-8
7064,6092,8,34,A2YHSU2IJZ9J14,-2,34-8
7064,6092,8,34,A1IU5OP7BBZHZ7,0,34-8
7064,6092,8,34,AISFU4P55HYEH,-1,34-8
7064,6092,8,34,A2J237J8KM3OCS,-2,34-8
7064,6092,8,34,A13XXMDHOULEZ7,-1,34-8
7064,6092,8,34,AAWX7QFQUNM6D,-1,34-8
7064,6092,8,34,A2FCGEU5RTEWG8,-1,34-8
7064,6092,8,34,A2R0YYUAWNT7UD,-1,34-8
7064,6092,8,34,AM0JKZVOEOTMA,-2,34-8
6046,7064,9,34,A28A3HF3LSEIDT,3,34-9
6046,7064,9,34,A3GXSHLBND9E92,2,34-9
6046,7064,9,34,AM0JKZVOEOTMA,2,34-9
6046,7064,9,34,AAWX7QFQUNM6D,1,34-9
6046,7064,9,34,A1IU5OP7BBZHZ7,0,34-9
6046,7064,9,34,A353KETOEN0W8T,-1,34-9
6046,7064,9,34,A13XXMDHOULEZ7,1,34-9
6046,7064,9,34,AISFU4P55HYEH,0,34-9
6046,7064,9,34,A2R0YYUAWNT7UD,2,34-9
6046,7064,9,34,A2FCGEU5RTEWG8,1,34-9
6046,7064,9,34,A3UUH3632AI3ZX,2,34-9
6046,7064,9,34,A1XO6ONCCTBMKW,2,34-9
6046,7064,9,34,A14PFRHG0A2YY9,1,34-9
6046,7064,9,34,A3L3ZFL1NYFTCF,-1,34-9
4035,7109,10,35,A14PFRHG0A2YY9,-1,35-10
4035,7109,10,35,A1IU5OP7BBZHZ7,-2,35-10
4035,7109,10,35,A353KETOEN0W8T,-3,35-10
4035,7109,10,35,A1XO6ONCCTBMKW,-3,35-10
4035,7109,10,35,A2YHSU2IJZ9J14,-3,35-10
4035,7109,10,35,A2FCGEU5RTEWG8,-2,35-10
4035,7109,10,35,ASEMC3G1PJ6SB,-1,35-10
4035,7109,10,35,AISFU4P55HYEH,-1,35-10
4035,7109,10,35,A3GXSHLBND9E92,-2,35-10
4035,7109,10,35,A1IOMFFEKCWOIT,-3,35-10
4035,7109,10,35,AZNIEFUIVB2H0,-3,35-10
4035,7109,10,35,AM0JKZVOEOTMA,-3,35-10
4035,7109,10,35,A28A3HF3LSEIDT,0,35-10
4035,7109,10,35,A13XXMDHOULEZ7,-3,35-10
6029,6088,2,35,A2FCGEU5RTEWG8,2,35-2
6029,6088,2,35,AM0JKZVOEOTMA,3,35-2
6029,6088,2,35,A3GXSHLBND9E92,1,35-2
6029,6088,2,35,A14PFRHG0A2YY9,1,35-2
6029,6088,2,35,A3L3ZFL1NYFTCF,3,35-2
6029,6088,2,35,A2J237J8KM3OCS,2,35-2
6029,6088,2,35,A2R0YYUAWNT7UD,1,35-2
6029,6088,2,35,AISFU4P55HYEH,1,35-2
6029,6088,2,35,ASEMC3G1PJ6SB,1,35-2
6029,6088,2,35,AZNIEFUIVB2H0,3,35-2
6029,6088,2,35,A1XO6ONCCTBMKW,2,35-2
6029,6088,2,35,A13XXMDHOULEZ7,2,35-2
6029,6088,2,35,A353KETOEN0W8T,3,35-2
6029,6088,2,35,A1IU5OP7BBZHZ7,1,35-2
6095,6088,3,35,A28A3HF3LSEIDT,0,35-3
6095,6088,3,35,A2R0YYUAWNT7UD,1,35-3
6095,6088,3,35,A1XO6ONCCTBMKW,2,35-3
6095,6088,3,35,A353KETOEN0W8T,3,35-3
6095,6088,3,35,A3UUH3632AI3ZX,-1,35-3
6095,6088,3,35,A2YHSU2IJZ9J14,1,35-3
6095,6088,3,35,A14PFRHG0A2YY9,0,35-3
6095,6088,3,35,AAWX7QFQUNM6D,1,35-3
6095,6088,3,35,ASEMC3G1PJ6SB,-1,35-3
6095,6088,3,35,A13XXMDHOULEZ7,1,35-3
6095,6088,3,35,A3GXSHLBND9E92,1,35-3
6095,6088,3,35,AISFU4P55HYEH,1,35-3
6095,6088,3,35,AM0JKZVOEOTMA,3,35-3
6095,6088,3,35,A2FCGEU5RTEWG8,2,35-3
7064,7153,4,35,A28A3HF3LSEIDT,-1,35-4
7064,7153,4,35,AAWX7QFQUNM6D,-1,35-4
7064,7153,4,35,A3GXSHLBND9E92,-1,35-4
7064,7153,4,35,AZNIEFUIVB2H0,-2,35-4
7064,7153,4,35,A1XO6ONCCTBMKW,-2,35-4
7064,7153,4,35,A1IU5OP7BBZHZ7,0,35-4
7064,7153,4,35,A1IOMFFEKCWOIT,-3,35-4
7064,7153,4,35,A2YHSU2IJZ9J14,-1,35-4
7064,7153,4,35,A2FCGEU5RTEWG8,0,35-4
7064,7153,4,35,A2J237J8KM3OCS,-2,35-4
7064,7153,4,35,A13XXMDHOULEZ7,-1,35-4
7064,7153,4,35,AM0JKZVOEOTMA,0,35-4
7064,7153,4,35,AISFU4P55HYEH,1,35-4
7064,7153,4,35,A3L3ZFL1NYFTCF,-1,35-4
7045,7163,5,35,A14PFRHG0A2YY9,1,35-5
7045,7163,5,35,AAWX7QFQUNM6D,1,35-5
7045,7163,5,35,A2R0YYUAWNT7UD,2,35-5
7045,7163,5,35,A3GXSHLBND9E92,1,35-5
7045,7163,5,35,ASEMC3G1PJ6SB,0,35-5
7045,7163,5,35,A1XO6ONCCTBMKW,-2,35-5
7045,7163,5,35,AM0JKZVOEOTMA,2,35-5
7045,7163,5,35,AZNIEFUIVB2H0,-1,35-5
7045,7163,5,35,A1IU5OP7BBZHZ7,0,35-5
7045,7163,5,35,A2YHSU2IJZ9J14,3,35-5
7045,7163,5,35,A3L3ZFL1NYFTCF,2,35-5
7045,7163,5,35,A28A3HF3LSEIDT,-1,35-5
7045,7163,5,35,A353KETOEN0W8T,1,35-5
7045,7163,5,35,A2J237J8KM3OCS,2,35-5
7064,6025,6,35,A2J237J8KM3OCS,-3,35-6
7064,6025,6,35,A3UUH3632AI3ZX,-3,35-6
7064,6025,6,35,AM0JKZVOEOTMA,-2,35-6
7064,6025,6,35,A14PFRHG0A2YY9,0,35-6
7064,6025,6,35,A2YHSU2IJZ9J14,-2,35-6
7064,6025,6,35,A2R0YYUAWNT7UD,-2,35-6
7064,6025,6,35,A353KETOEN0W8T,1,35-6
7064,6025,6,35,AISFU4P55HYEH,-1,35-6
7064,6025,6,35,A28A3HF3LSEIDT,-2,35-6
7064,6025,6,35,A1IU5OP7BBZHZ7,0,35-6
7064,6025,6,35,ASEMC3G1PJ6SB,-1,35-6
7064,6025,6,35,A3L3ZFL1NYFTCF,1,35-6
7064,6025,6,35,AAWX7QFQUNM6D,-2,35-6
7064,6025,6,35,AZNIEFUIVB2H0,-2,35-6
7128,6088,7,35,A2J237J8KM3OCS,2,35-7
7128,6088,7,35,A3GXSHLBND9E92,1,35-7
7128,6088,7,35,A1XO6ONCCTBMKW,2,35-7
7128,6088,7,35,A13XXMDHOULEZ7,1,35-7
7128,6088,7,35,A2YHSU2IJZ9J14,2,35-7
7128,6088,7,35,A14PFRHG0A2YY9,1,35-7
7128,6088,7,35,A3UUH3632AI3ZX,0,35-7
7128,6088,7,35,AM0JKZVOEOTMA,3,35-7
7128,6088,7,35,A353KETOEN0W8T,3,35-7
7128,6088,7,35,AZNIEFUIVB2H0,2,35-7
7128,6088,7,35,A1IU5OP7BBZHZ7,2,35-7
7128,6088,7,35,AAWX7QFQUNM6D,2,35-7
7128,6088,7,35,AISFU4P55HYEH,1,35-7
7128,6088,7,35,A3L3ZFL1NYFTCF,3,35-7
6088,5118,9,35,A3L3ZFL1NYFTCF,-3,35-9
6088,5118,9,35,A353KETOEN0W8T,-3,35-9
6088,5118,9,35,A2YHSU2IJZ9J14,-1,35-9
6088,5118,9,35,AZNIEFUIVB2H0,-2,35-9
6088,5118,9,35,ASEMC3G1PJ6SB,-1,35-9
6088,5118,9,35,A2FCGEU5RTEWG8,-2,35-9
6088,5118,9,35,A28A3HF3LSEIDT,2,35-9
6088,5118,9,35,A3UUH3632AI3ZX,0,35-9
6088,5118,9,35,AISFU4P55HYEH,-1,35-9
6088,5118,9,35,AM0JKZVOEOTMA,0,35-9
6088,5118,9,35,A1IU5OP7BBZHZ7,-1,35-9
6088,5118,9,35,A3GXSHLBND9E92,-1,35-9
6088,5118,9,35,A13XXMDHOULEZ7,-1,35-9
6088,5118,9,35,A2R0YYUAWNT7UD,-2,35-9
7136,7153,1,36,AAWX7QFQUNM6D,0,36-1
7136,7153,1,36,A3UUH3632AI3ZX,0,36-1
7136,7153,1,36,A353KETOEN0W8T,-1,36-1
7136,7153,1,36,A2FCGEU5RTEWG8,0,36-1
7136,7153,1,36,AZNIEFUIVB2H0,-1,36-1
7136,7153,1,36,AISFU4P55HYEH,-1,36-1
7136,7153,1,36,A2J237J8KM3OCS,-2,36-1
7136,7153,1,36,A14PFRHG0A2YY9,0,36-1
7136,7153,1,36,A3GXSHLBND9E92,0,36-1
7136,7153,1,36,A2YHSU2IJZ9J14,1,36-1
7136,7153,1,36,ASEMC3G1PJ6SB,0,36-1
7136,7153,1,36,A1XO6ONCCTBMKW,2,36-1
7136,7153,1,36,A1IU5OP7BBZHZ7,0,36-1
7136,7153,1,36,A2R0YYUAWNT7UD,0,36-1
7138,6086,10,36,A1XO6ONCCTBMKW,2,36-10
7138,6086,10,36,A13XXMDHOULEZ7,0,36-10
7138,6086,10,36,AAWX7QFQUNM6D,1,36-10
7138,6086,10,36,A3GXSHLBND9E92,1,36-10
7138,6086,10,36,ASEMC3G1PJ6SB,1,36-10
7138,6086,10,36,A2J237J8KM3OCS,1,36-10
7138,6086,10,36,AZNIEFUIVB2H0,1,36-10
7138,6086,10,36,A2YHSU2IJZ9J14,2,36-10
7138,6086,10,36,AM0JKZVOEOTMA,2,36-10
7138,6086,10,36,A1IOMFFEKCWOIT,2,36-10
7138,6086,10,36,A2R0YYUAWNT7UD,1,36-10
7138,6086,10,36,A14PFRHG0A2YY9,1,36-10
7138,6086,10,36,AISFU4P55HYEH,0,36-10
7138,6086,10,36,A28A3HF3LSEIDT,3,36-10
6029,5064,2,36,A353KETOEN0W8T,1,36-2
6029,5064,2,36,A3GXSHLBND9E92,1,36-2
6029,5064,2,36,A13XXMDHOULEZ7,2,36-2
6029,5064,2,36,ASEMC3G1PJ6SB,2,36-2
6029,5064,2,36,A1IOMFFEKCWOIT,3,36-2
6029,5064,2,36,AAWX7QFQUNM6D,2,36-2
6029,5064,2,36,A3L3ZFL1NYFTCF,-1,36-2
6029,5064,2,36,A1XO6ONCCTBMKW,2,36-2
6029,5064,2,36,A28A3HF3LSEIDT,0,36-2
6029,5064,2,36,AM0JKZVOEOTMA,2,36-2
6029,5064,2,36,A2FCGEU5RTEWG8,0,36-2
6029,5064,2,36,A2YHSU2IJZ9J14,2,36-2
6029,5064,2,36,A2R0YYUAWNT7UD,1,36-2
6029,5064,2,36,A1IU5OP7BBZHZ7,0,36-2
7136,8083,4,36,A2YHSU2IJZ9J14,1,36-4
7136,8083,4,36,A3L3ZFL1NYFTCF,1,36-4
7136,8083,4,36,AISFU4P55HYEH,0,36-4
7136,8083,4,36,A28A3HF3LSEIDT,2,36-4
7136,8083,4,36,AZNIEFUIVB2H0,-1,36-4
7136,8083,4,36,A13XXMDHOULEZ7,0,36-4
7136,8083,4,36,A1IU5OP7BBZHZ7,0,36-4
7136,8083,4,36,AM0JKZVOEOTMA,0,36-4
7136,8083,4,36,A1XO6ONCCTBMKW,2,36-4
7136,8083,4,36,A3UUH3632AI3ZX,1,36-4
7136,8083,4,36,A1IOMFFEKCWOIT,2,36-4
7136,8083,4,36,A2J237J8KM3OCS,2,36-4
7136,8083,4,36,A2R0YYUAWNT7UD,1,36-4
7136,8083,4,36,A3GXSHLBND9E92,1,36-4
6046,7114,6,36,A13XXMDHOULEZ7,0,36-6
6046,7114,6,36,A353KETOEN0W8T,1,36-6
6046,7114,6,36,AAWX7QFQUNM6D,0,36-6
6046,7114,6,36,A3UUH3632AI3ZX,0,36-6
6046,7114,6,36,AZNIEFUIVB2H0,-1,36-6
6046,7114,6,36,A2YHSU2IJZ9J14,2,36-6
6046,7114,6,36,A28A3HF3LSEIDT,0,36-6
6046,7114,6,36,A1IOMFFEKCWOIT,-2,36-6
6046,7114,6,36,AISFU4P55HYEH,1,36-6
6046,7114,6,36,A3L3ZFL1NYFTCF,1,36-6
6046,7114,6,36,A14PFRHG0A2YY9,0,36-6
6046,7114,6,36,A1XO6ONCCTBMKW,2,36-6
6046,7114,6,36,AM0JKZVOEOTMA,-1,36-6
6046,7114,6,36,A2J237J8KM3OCS,3,36-6
4008,6088,7,36,A2FCGEU5RTEWG8,-1,36-7
4008,6088,7,36,A3GXSHLBND9E92,-2,36-7
4008,6088,7,36,A3UUH3632AI3ZX,0,36-7
4008,6088,7,36,AISFU4P55HYEH,1,36-7
4008,6088,7,36,A1XO6ONCCTBMKW,2,36-7
4008,6088,7,36,A1IU5OP7BBZHZ7,0,36-7
4008,6088,7,36,A28A3HF3LSEIDT,-2,36-7
4008,6088,7,36,A2J237J8KM3OCS,-2,36-7
4008,6088,7,36,A3L3ZFL1NYFTCF,3,36-7
4008,6088,7,36,A13XXMDHOULEZ7,1,36-7
4008,6088,7,36,A14PFRHG0A2YY9,0,36-7
4008,6088,7,36,AZNIEFUIVB2H0,1,36-7
4008,6088,7,36,A2R0YYUAWNT7UD,-1,36-7
4008,6088,7,36,AM0JKZVOEOTMA,3,36-7
5087,6062,8,36,A2FCGEU5RTEWG8,-3,36-8
5087,6062,8,36,A13XXMDHOULEZ7,-1,36-8
5087,6062,8,36,A3UUH3632AI3ZX,-1,36-8
5087,6062,8,36,AAWX7QFQUNM6D,-1,36-8
5087,6062,8,36,A1IU5OP7BBZHZ7,-3,36-8
5087,6062,8,36,A3GXSHLBND9E92,-2,36-8
5087,6062,8,36,A353KETOEN0W8T,-3,36-8
5087,6062,8,36,A3L3ZFL1NYFTCF,-3,36-8
5087,6062,8,36,A2J237J8KM3OCS,-3,36-8
5087,6062,8,36,A14PFRHG0A2YY9,-2,36-8
5087,6062,8,36,A1IOMFFEKCWOIT,-2,36-8
5087,6062,8,36,AM0JKZVOEOTMA,-3,36-8
5087,6062,8,36,A2YHSU2IJZ9J14,-3,36-8
5087,6062,8,36,AZNIEFUIVB2H0,-3,36-8
7045,5118,9,36,A2YHSU2IJZ9J14,1,36-9
7045,5118,9,36,AZNIEFUIVB2H0,1,36-9
7045,5118,9,36,A353KETOEN0W8T,2,36-9
7045,5118,9,36,ASEMC3G1PJ6SB,0,36-9
7045,5118,9,36,A2R0YYUAWNT7UD,1,36-9
7045,5118,9,36,A3GXSHLBND9E92,0,36-9
7045,5118,9,36,AAWX7QFQUNM6D,0,36-9
7045,5118,9,36,A3L3ZFL1NYFTCF,1,36-9
7045,5118,9,36,A2J237J8KM3OCS,2,36-9
7045,5118,9,36,A3UUH3632AI3ZX,1,36-9
7045,5118,9,36,AISFU4P55HYEH,-1,36-9
7045,5118,9,36,A1IU5OP7BBZHZ7,0,36-9
7045,5118,9,36,A2FCGEU5RTEWG8,1,36-9
7045,5118,9,36,A13XXMDHOULEZ7,0,36-9
6092,7060,1,37,AZNIEFUIVB2H0,1,37-1
6092,7060,1,37,A2J237J8KM3OCS,-2,37-1
6092,7060,1,37,A14PFRHG0A2YY9,0,37-1
6092,7060,1,37,A3GXSHLBND9E92,0,37-1
6092,7060,1,37,A3UUH3632AI3ZX,0,37-1
6092,7060,1,37,A2FCGEU5RTEWG8,1,37-1
6092,7060,1,37,A28A3HF3LSEIDT,0,37-1
6092,7060,1,37,AM0JKZVOEOTMA,0,37-1
6092,7060,1,37,A1XO6ONCCTBMKW,-2,37-1
6092,7060,1,37,A1IU5OP7BBZHZ7,0,37-1
6092,7060,1,37,A3L3ZFL1NYFTCF,1,37-1
6092,7060,1,37,A1IOMFFEKCWOIT,0,37-1
6092,7060,1,37,A13XXMDHOULEZ7,0,37-1
6092,7060,1,37,ASEMC3G1PJ6SB,-1,37-1
7128,7109,2,37,A2YHSU2IJZ9J14,-1,37-2
7128,7109,2,37,A2J237J8KM3OCS,-2,37-2
7128,7109,2,37,A1XO6ONCCTBMKW,-2,37-2
7128,7109,2,37,A3L3ZFL1NYFTCF,-1,37-2
7128,7109,2,37,AAWX7QFQUNM6D,0,37-2
7128,7109,2,37,AISFU4P55HYEH,-1,37-2
7128,7109,2,37,A3UUH3632AI3ZX,0,37-2
7128,7109,2,37,AZNIEFUIVB2H0,-1,37-2
7128,7109,2,37,ASEMC3G1PJ6SB,-1,37-2
7128,7109,2,37,A3GXSHLBND9E92,1,37-2
7128,7109,2,37,A14PFRHG0A2YY9,0,37-2
7128,7109,2,37,A13XXMDHOULEZ7,-1,37-2
7128,7109,2,37,A28A3HF3LSEIDT,-2,37-2
7128,7109,2,37,A2R0YYUAWNT7UD,1,37-2
5064,5118,3,37,A2YHSU2IJZ9J14,-1,37-3
5064,5118,3,37,A1IOMFFEKCWOIT,-2,37-3
5064,5118,3,37,A1XO6ONCCTBMKW,-2,37-3
5064,5118,3,37,AAWX7QFQUNM6D,-1,37-3
5064,5118,3,37,A28A3HF3LSEIDT,2,37-3
5064,5118,3,37,A2J237J8KM3OCS,-3,37-3
5064,5118,3,37,A3GXSHLBND9E92,-1,37-3
5064,5118,3,37,A3L3ZFL1NYFTCF,2,37-3
5064,5118,3,37,A3UUH3632AI3ZX,-1,37-3
5064,5118,3,37,A2FCGEU5RTEWG8,1,37-3
5064,5118,3,37,A353KETOEN0W8T,1,37-3
5064,5118,3,37,AISFU4P55HYEH,1,37-3
5064,5118,3,37,ASEMC3G1PJ6SB,-1,37-3
5064,5118,3,37,AZNIEFUIVB2H0,-3,37-3
6029,7114,4,37,A2J237J8KM3OCS,-2,37-4
6029,7114,4,37,A2YHSU2IJZ9J14,2,37-4
6029,7114,4,37,A353KETOEN0W8T,2,37-4
6029,7114,4,37,A1IOMFFEKCWOIT,-3,37-4
6029,7114,4,37,A3UUH3632AI3ZX,-1,37-4
6029,7114,4,37,AM0JKZVOEOTMA,-1,37-4
6029,7114,4,37,A13XXMDHOULEZ7,0,37-4
6029,7114,4,37,ASEMC3G1PJ6SB,0,37-4
6029,7114,4,37,A2FCGEU5RTEWG8,-1,37-4
6029,7114,4,37,AISFU4P55HYEH,0,37-4
6029,7114,4,37,A14PFRHG0A2YY9,1,37-4
6029,7114,4,37,A28A3HF3LSEIDT,-2,37-4
6029,7114,4,37,A1XO6ONCCTBMKW,2,37-4
6029,7114,4,37,AAWX7QFQUNM6D,0,37-4
6088,7060,5,37,A14PFRHG0A2YY9,-1,37-5
6088,7060,5,37,A3L3ZFL1NYFTCF,-3,37-5
6088,7060,5,37,A353KETOEN0W8T,-3,37-5
6088,7060,5,37,AISFU4P55HYEH,1,37-5
6088,7060,5,37,A28A3HF3LSEIDT,1,37-5
6088,7060,5,37,AAWX7QFQUNM6D,-2,37-5
6088,7060,5,37,A3GXSHLBND9E92,-2,37-5
6088,7060,5,37,AM0JKZVOEOTMA,-3,37-5
6088,7060,5,37,ASEMC3G1PJ6SB,-1,37-5
6088,7060,5,37,A2YHSU2IJZ9J14,-1,37-5
6088,7060,5,37,A1XO6ONCCTBMKW,-2,37-5
6088,7060,5,37,A13XXMDHOULEZ7,-1,37-5
6088,7060,5,37,A2FCGEU5RTEWG8,-2,37-5
6088,7060,5,37,A2J237J8KM3OCS,-3,37-5
5087,6086,7,37,A3L3ZFL1NYFTCF,-3,37-7
5087,6086,7,37,A1XO6ONCCTBMKW,-3,37-7
5087,6086,7,37,A14PFRHG0A2YY9,-1,37-7
5087,6086,7,37,A13XXMDHOULEZ7,-1,37-7
5087,6086,7,37,A2FCGEU5RTEWG8,0,37-7
5087,6086,7,37,AISFU4P55HYEH,1,37-7
5087,6086,7,37,A3GXSHLBND9E92,-3,37-7
5087,6086,7,37,AZNIEFUIVB2H0,-2,37-7
5087,6086,7,37,A1IU5OP7BBZHZ7,-3,37-7
5087,6086,7,37,A28A3HF3LSEIDT,2,37-7
5087,6086,7,37,AM0JKZVOEOTMA,-3,37-7
5087,6086,7,37,A3UUH3632AI3ZX,-1,37-7
5087,6086,7,37,A353KETOEN0W8T,-3,37-7
5087,6086,7,37,A1IOMFFEKCWOIT,-3,37-7
4026,6025,8,37,A3L3ZFL1NYFTCF,-2,37-8
4026,6025,8,37,AZNIEFUIVB2H0,-1,37-8
4026,6025,8,37,ASEMC3G1PJ6SB,0,37-8
4026,6025,8,37,A2YHSU2IJZ9J14,-3,37-8
4026,6025,8,37,AAWX7QFQUNM6D,-1,37-8
4026,6025,8,37,A2J237J8KM3OCS,-2,37-8
4026,6025,8,37,A2FCGEU5RTEWG8,-2,37-8
4026,6025,8,37,A3UUH3632AI3ZX,0,37-8
4026,6025,8,37,A353KETOEN0W8T,-2,37-8
4026,6025,8,37,AISFU4P55HYEH,1,37-8
4026,6025,8,37,A28A3HF3LSEIDT,-3,37-8
4026,6025,8,37,AM0JKZVOEOTMA,-2,37-8
4026,6025,8,37,A3GXSHLBND9E92,0,37-8
4026,6025,8,37,A14PFRHG0A2YY9,0,37-8
6068,6094,9,37,A1IOMFFEKCWOIT,-3,37-9
6068,6094,9,37,A13XXMDHOULEZ7,-1,37-9
6068,6094,9,37,ASEMC3G1PJ6SB,-1,37-9
6068,6094,9,37,AAWX7QFQUNM6D,-2,37-9
6068,6094,9,37,A28A3HF3LSEIDT,2,37-9
6068,6094,9,37,A3L3ZFL1NYFTCF,-1,37-9
6068,6094,9,37,A2J237J8KM3OCS,-1,37-9
6068,6094,9,37,AISFU4P55HYEH,1,37-9
6068,6094,9,37,AZNIEFUIVB2H0,-1,37-9
6068,6094,9,37,A2FCGEU5RTEWG8,-1,37-9
6068,6094,9,37,A2R0YYUAWNT7UD,-2,37-9
6068,6094,9,37,A3UUH3632AI3ZX,-2,37-9
6068,6094,9,37,A3GXSHLBND9E92,-1,37-9
6068,6094,9,37,A14PFRHG0A2YY9,-1,37-9
5087,6088,1,38,A3GXSHLBND9E92,-3,38-1
5087,6088,1,38,AAWX7QFQUNM6D,-1,38-1
5087,6088,1,38,A14PFRHG0A2YY9,-2,38-1
5087,6088,1,38,ASEMC3G1PJ6SB,-2,38-1
5087,6088,1,38,A1XO6ONCCTBMKW,-2,38-1
5087,6088,1,38,AZNIEFUIVB2H0,-2,38-1
5087,6088,1,38,A13XXMDHOULEZ7,1,38-1
5087,6088,1,38,A2YHSU2IJZ9J14,-2,38-1
5087,6088,1,38,A3UUH3632AI3ZX,-1,38-1
5087,6088,1,38,AM0JKZVOEOTMA,-1,38-1
5087,6088,1,38,AISFU4P55HYEH,-1,38-1
5087,6088,1,38,A2FCGEU5RTEWG8,-1,38-1
5087,6088,1,38,A2J237J8KM3OCS,-3,38-1
5087,6088,1,38,A28A3HF3LSEIDT,-2,38-1
7045,6062,10,38,A14PFRHG0A2YY9,1,38-10
7045,6062,10,38,A1IU5OP7BBZHZ7,0,38-10
7045,6062,10,38,A3GXSHLBND9E92,0,38-10
7045,6062,10,38,AISFU4P55HYEH,1,38-10
7045,6062,10,38,A13XXMDHOULEZ7,0,38-10
7045,6062,10,38,ASEMC3G1PJ6SB,1,38-10
7045,6062,10,38,A1XO6ONCCTBMKW,2,38-10
7045,6062,10,38,AAWX7QFQUNM6D,0,38-10
7045,6062,10,38,A2YHSU2IJZ9J14,1,38-10
7045,6062,10,38,A2J237J8KM3OCS,1,38-10
7045,6062,10,38,AM0JKZVOEOTMA,1,38-10
7045,6062,10,38,A2R0YYUAWNT7UD,0,38-10
7045,6062,10,38,A3UUH3632AI3ZX,0,38-10
7045,6062,10,38,A3L3ZFL1NYFTCF,1,38-10
6086,8083,2,38,A1XO6ONCCTBMKW,-2,38-2
6086,8083,2,38,A3UUH3632AI3ZX,2,38-2
6086,8083,2,38,AM0JKZVOEOTMA,1,38-2
6086,8083,2,38,A28A3HF3LSEIDT,3,38-2
6086,8083,2,38,A2FCGEU5RTEWG8,-1,38-2
6086,8083,2,38,A1IU5OP7BBZHZ7,-3,38-2
